자치구,평균온도,평균습도
Yeongdeungpo-gu,33.7,52
Yeongdeungpo-gu,32.6,62
Yeongdeungpo-gu,34.9,53
Yeongdeungpo-gu,32.6,58
Yeongdeungpo-gu,31,58
Yeongdeungpo-gu,32.9,55
Yeongdeungpo-gu,32.6,84
Yeongdeungpo-gu,34.6,51
Yeongdeungpo-gu,32.7,53
Yeongdeungpo-gu,32.6,55
Gangbuk-gu,32.9,57
Yeongdeungpo-gu,33.2,54
Gangbuk-gu,32.7,55
Gangbuk-gu,31.9,58
Gangbuk-gu,32.9,56
Gangbuk-gu,32.1,59
Gangbuk-gu,32.1,61
Gangbuk-gu,34,53
Gangbuk-gu,30.4,66
Gangbuk-gu,30.7,65
Gangbuk-gu,33.7,56
Gangbuk-gu,30.9,68
Gangbuk-gu,31.8,59
Gangbuk-gu,32.4,97
Gangbuk-gu,32.6,61
Gangbuk-gu,32.9,58
Gangbuk-gu,32.9,55
Gangbuk-gu,31.8,61
Gangbuk-gu,32.9,58
Gangbuk-gu,33.9,56
Gangbuk-gu,33.4,55
Gangbuk-gu,32.3,57
Yongsan-gu,33.4,53
Yongsan-gu,30.6,64
Gwanak-gu,31.9,58
Yongsan-gu,32.8,56
Yongsan-gu,34.2,50
Gangbuk-gu,31,64
Yongsan-gu,33.6,53
Gangbuk-gu,31.1,100
Yongsan-gu,32,60
Yongsan-gu,31.5,62
Yongsan-gu,34.5,51
Yongsan-gu,32.2,60
Yongsan-gu,31.8,57
Yongsan-gu,32.4,68
Yongsan-gu,34.4,53
Jung-gu,32.1,58
Yongsan-gu,31.9,100
Gwanak-gu,34,55
Yongsan-gu,32.4,58
Gwanak-gu,31.6,57
Yongsan-gu,32,60
Gwanak-gu,28,75
Gwanak-gu,30.7,63
Gwanak-gu,35,50
Gwanak-gu,31.9,56
Yongsan-gu,31,63
Gwanak-gu,31.5,58
Gwanak-gu,32.6,55
Gwanak-gu,31.6,57
Yongsan-gu,33.7,55
Yongsan-gu,34.7,50
Gwanak-gu,30.8,62
Gwanak-gu,31.3,57
Gwanak-gu,31.8,56
Gwanak-gu,34.8,51
Gwanak-gu,29.5,67
Gwanak-gu,32.1,56
Gwanak-gu,30.7,62
Gwanak-gu,31.4,62
Gwanak-gu,32.4,56
Gwanak-gu,32.8,53
Gwanak-gu,32.3,55
Gwanak-gu,31.1,61
Gwanak-gu,31.9,56
Gwanak-gu,31.3,61
Gwanak-gu,31.7,56
Gwanak-gu,32.6,53
Gwangjin-gu,30.2,100
Gwanak-gu,31.6,58
Gwanak-gu,33,54
Gwangjin-gu,33.7,56
Gwanak-gu,34,51
Eunpyeong-gu,31.4,59
Eunpyeong-gu,32.7,56
Eunpyeong-gu,31.6,59
Eunpyeong-gu,31.2,60
Eunpyeong-gu,33.4,54
Eunpyeong-gu,31.6,56
Eunpyeong-gu,34.5,55
Eunpyeong-gu,32.2,56
Eunpyeong-gu,30.9,61
Jongno-gu,34.6,51
Jongno-gu,31.9,58
Eunpyeong-gu,31.4,58
Jongno-gu,31.8,59
Eunpyeong-gu,32.6,56
Eunpyeong-gu,31.1,92
Eunpyeong-gu,32.3,58
Eunpyeong-gu,32.2,57
Eunpyeong-gu,33.2,83
Eunpyeong-gu,30.4,65
Eunpyeong-gu,31.5,60
Jungnang-gu,32.3,61
Jongno-gu,31.7,60
Jongno-gu,31.6,59
Jongno-gu,34.4,52
Jongno-gu,33.2,56
Jongno-gu,32.5,57
Jongno-gu,33.5,53
Jongno-gu,36.3,48
Jongno-gu,36.1,48
Jongno-gu,31.5,60
Jongno-gu,37.1,48
Eunpyeong-gu,31.5,75
Jongno-gu,31.7,60
Jongno-gu,31.7,58
Jongno-gu,31.7,59
Eunpyeong-gu,30.7,76
Jongno-gu,30.9,69
Jongno-gu,31.9,59
Jongno-gu,31.3,61
Yangcheon-gu,32.3,60
Yangcheon-gu,32,57
Jungnang-gu,32.2,61
Jongno-gu,32.2,69
Yangcheon-gu,32.7,58
Jungnang-gu,32.7,60
Jongno-gu,32.7,56
Jongno-gu,32.1,57
Jongno-gu,30.7,63
Jungnang-gu,31.1,67
Gangdong-gu,32,60
Jongno-gu,31.4,59
Jongno-gu,35.2,69
Jongno-gu,32.2,56
Jongno-gu,29.4,72
Jongno-gu,33.5,54
Yangcheon-gu,31.6,62
Jungnang-gu,31.9,62
Gangdong-gu,30.8,67
Yangcheon-gu,32.7,62
Jongno-gu,32,57
Jongno-gu,34.1,53
Jongno-gu,33.6,53
Jongno-gu,30.4,67
Jongno-gu,30,66
Jongno-gu,31.8,60
Jongno-gu,33,56
Jongno-gu,34,54
Jongno-gu,32.9,78
Jungnang-gu,32.8,60
Jungnang-gu,31,67
Geumcheon-gu,32.2,57
Jungnang-gu,31.5,64
Jungnang-gu,32.3,62
Jongno-gu,33.2,100
Geumcheon-gu,31.4,56
Jungnang-gu,32.3,62
Jungnang-gu,31.6,65
Jongno-gu,30.6,100
Yangcheon-gu,31.8,62
Yangcheon-gu,31.6,62
Guro-gu,33.4,50
Yangcheon-gu,32.5,60
Yangcheon-gu,32.6,60
Jongno-gu,33.9,73
Yangcheon-gu,31.4,63
Jongno-gu,28.8,76
Jongno-gu,35.1,61
Yangcheon-gu,32.3,61
Yangcheon-gu,32.4,56
Gangdong-gu,31.3,63
Gangdong-gu,32.3,59
Gangdong-gu,31.6,61
Geumcheon-gu,34.9,49
Gangdong-gu,30.8,69
Gangdong-gu,30.8,65
Gangdong-gu,30.5,70
Gangdong-gu,31.4,62
Gangdong-gu,31.4,61
Gangdong-gu,32.7,58
Gangdong-gu,32.3,61
Gangdong-gu,31.9,65
Geumcheon-gu,33.1,53
Gangdong-gu,32.8,59
Gangdong-gu,33.4,57
Gangdong-gu,31.8,62
Geumcheon-gu,30.5,65
Gangdong-gu,31.3,63
Geumcheon-gu,33.5,61
Gangdong-gu,31.6,63
Guro-gu,32,59
Geumcheon-gu,33.6,52
Geumcheon-gu,30.6,62
Geumcheon-gu,31.3,58
Geumcheon-gu,31.2,59
Geumcheon-gu,30.7,61
Geumcheon-gu,31,58
Guro-gu,34.5,50
Geumcheon-gu,34.5,49
Guro-gu,33.1,56
Geumcheon-gu,33.7,51
Gangdong-gu,32.3,61
Guro-gu,32.7,58
Geumcheon-gu,31.8,56
Dobong-gu,31.4,100
Geumcheon-gu,34.9,49
Geumcheon-gu,33.2,54
Geumcheon-gu,33.2,52
Dobong-gu,32.6,100
Nowon-gu,32.6,61
Gangdong-gu,32,100
Geumcheon-gu,30.9,61
Nowon-gu,31.8,63
Nowon-gu,31.7,65
Nowon-gu,32.2,63
Dobong-gu,32,80
Nowon-gu,32.8,61
Geumcheon-gu,32.4,55
Geumcheon-gu,30.8,61
Geumcheon-gu,29.4,69
Dobong-gu,32.4,100
Nowon-gu,31.7,63
Nowon-gu,30.2,72
Nowon-gu,32.2,65
Nowon-gu,31.1,66
Nowon-gu,32.2,62
Dobong-gu,30.9,68
Nowon-gu,31.9,65
Nowon-gu,30.2,71
Nowon-gu,31,67
Dobong-gu,30.4,93
Gwanak-gu,31.6,57
Nowon-gu,31.9,64
Nowon-gu,30.7,69
Nowon-gu,31.1,66
Nowon-gu,31.1,68
Nowon-gu,31.5,68
Nowon-gu,31.7,65
Nowon-gu,33,61
Dobong-gu,31.3,78
Gangdong-gu,29.6,96
Dobong-gu,33.1,67
Dobong-gu,30.9,100
Dobong-gu,25,87
Dobong-gu,31.7,67
Gangdong-gu,31.5,75
Gangdong-gu,31.5,100
Dobong-gu,29.9,100
Gangdong-gu,32.3,100
Gangdong-gu,32.1,82
Gangdong-gu,31.7,76
Dobong-gu,32,65
Gangdong-gu,33.3,99
Dobong-gu,23.9,93
Gangseo-gu,31.4,63
Gangseo-gu,34,56
Gangdong-gu,32.2,89
Nowon-gu,29,74
Gwanak-gu,33,60
Gangdong-gu,31.1,96
Gangdong-gu,32.2,66
Gangseo-gu,31.7,64
Gangseo-gu,32.3,81
Gangseo-gu,33.3,70
Gangseo-gu,30.7,100
Gangseo-gu,32,73
Gangseo-gu,30.1,95
Gangseo-gu,30,100
Dobong-gu,32.8,58
Gwanak-gu,32.9,53
Gangseo-gu,31.9,69
Gangdong-gu,30.5,92
Gwanak-gu,31.5,60
Gangseo-gu,30.9,100
Gangseo-gu,31,100
Dobong-gu,32,62
Gangseo-gu,30.8,100
Gwanak-gu,34.1,49
Gangseo-gu,31.1,85
Gwanak-gu,36.6,44
Gwanak-gu,30.9,60
Gwanak-gu,33.2,52
Gwanak-gu,33.2,55
Gwanak-gu,33.5,51
Gwanak-gu,33.1,53
Gwanak-gu,32.8,56
Dobong-gu,31.5,64
Gwanak-gu,31.4,59
Dobong-gu,31.6,63
Gwanak-gu,31.3,58
Dobong-gu,31.3,65
Nowon-gu,31.6,100
Nowon-gu,31.9,100
Gwanak-gu,29.4,68
Nowon-gu,32.8,60
Nowon-gu,31.6,65
Gwanak-gu,31.7,58
Nowon-gu,32.7,62
Dobong-gu,33.2,59
Gwanak-gu,30.5,60
Dobong-gu,32,63
Gwanak-gu,33,53
Gwanak-gu,29.8,64
Gwanak-gu,33,54
Gwanak-gu,35.5,47
Gwanak-gu,31.5,56
Gwanak-gu,31.6,62
Gwanak-gu,33.2,56
Dobong-gu,32.4,68
Dobong-gu,32.1,62
Dobong-gu,32.1,60
Nowon-gu,32.5,62
Dobong-gu,32.6,61
Dobong-gu,34.1,58
Dobong-gu,31.9,63
Nowon-gu,30.9,99
Dobong-gu,32.2,66
Dobong-gu,31.3,65
Nowon-gu,31.7,65
Nowon-gu,32.9,62
Gangdong-gu,30.9,72
Nowon-gu,33.5,59
Dobong-gu,33.5,57
Dobong-gu,33.1,59
Nowon-gu,31.4,65
Dobong-gu,32.8,61
Dobong-gu,32.4,61
Dobong-gu,32.3,68
Dobong-gu,31.6,65
Dobong-gu,31.6,64
Gangnam-gu,33.5,77
Gangnam-gu,31.2,100
Gangnam-gu,32.8,71
Dobong-gu,31.9,64
Gangdong-gu,31.8,100
Gangnam-gu,32.5,100
Dobong-gu,32.1,61
Gangdong-gu,33.1,96
Gangnam-gu,31.4,84
Gangnam-gu,33.2,57
Gangdong-gu,33.8,54
Gangdong-gu,32.8,65
Gangdong-gu,32.1,61
Dongdaemun-gu,31,72
Gangdong-gu,30.8,100
Dongdaemun-gu,30.5,72
Gangdong-gu,31.6,65
Gangnam-gu,30.5,100
Gangdong-gu,31,64
Gangdong-gu,31.6,63
Gangdong-gu,31.1,88
Gangdong-gu,30.9,100
Gangdong-gu,31,100
Gangdong-gu,30.8,100
Gangdong-gu,30.6,100
Gangdong-gu,30.4,100
Gangdong-gu,31,93
Gangdong-gu,31.3,100
Gangdong-gu,29.9,100
Gangdong-gu,30.9,100
Gangdong-gu,30.3,100
Gangdong-gu,29.2,100
Dongdaemun-gu,30.9,69
Dongdaemun-gu,32,62
Dongdaemun-gu,33.4,56
Gangseo-gu,32.2,61
Dongdaemun-gu,31.6,68
Gangdong-gu,30.4,98
Dongdaemun-gu,32.9,57
Dongjak-gu,32.1,72
Dongdaemun-gu,31.8,62
Dongjak-gu,32.2,67
Dongdaemun-gu,32.3,60
Dongdaemun-gu,32.2,61
Dongdaemun-gu,32,59
Dongdaemun-gu,30.8,64
Dongdaemun-gu,31.4,66
Dongdaemun-gu,30.8,68
Dongdaemun-gu,31.7,60
Dongdaemun-gu,31.7,63
Dongdaemun-gu,32.1,62
Dongdaemun-gu,32.7,58
Dongdaemun-gu,31.8,60
Gangdong-gu,28.6,100
Dongdaemun-gu,32.6,57
Dongdaemun-gu,31.5,61
Gangdong-gu,31.9,75
Gangseo-gu,32.5,58
Dongjak-gu,31.6,61
Gangseo-gu,36.6,51
Mapo-gu,32.6,69
Dongdaemun-gu,31.7,100
Mapo-gu,32.5,100
Mapo-gu,35,88
Gangdong-gu,30.8,100
Guro-gu,32.1,61
Seocho-gu,30,100
Dongjak-gu,30.3,100
Gangseo-gu,33,58
Yongsan-gu,32.2,100
Mapo-gu,33.8,100
Mapo-gu,33,69
Mapo-gu,32.8,100
Guro-gu,33,53
Mapo-gu,31.4,100
Gangbuk-gu,29.5,100
Gangbuk-gu,30,99
Mapo-gu,29.8,100
Mapo-gu,41.1,45
Gwanak-gu,31.6,100
Gangbuk-gu,30.2,98
Mapo-gu,32,86
Gangseo-gu,32.2,63
Mapo-gu,33.1,73
Gangseo-gu,32.8,61
Gangseo-gu,32.4,62
Jongno-gu,31.8,59
Guro-gu,35.7,50
Gangseo-gu,31.5,64
Gwangjin-gu,30.8,65
Gangseo-gu,32.2,59
Gangseo-gu,31.9,63
Gangseo-gu,31.4,65
Gangseo-gu,32,61
Gangseo-gu,32.2,61
Jongno-gu,34.4,52
Gwanak-gu,34.3,51
Seongdong-gu,29.9,49
Jongno-gu,31.9,56
Gangseo-gu,33.1,59
Guro-gu,31.6,58
Gangseo-gu,31.9,64
Gangseo-gu,33.7,59
Gangseo-gu,31.9,62
Guro-gu,30.4,66
Gangseo-gu,34,54
Guro-gu,32.9,53
Gangseo-gu,31.7,64
Gwangjin-gu,32.3,60
Guro-gu,34.8,51
Gwangjin-gu,33.2,58
Seongdong-gu,33.5,57
Gangseo-gu,32.1,61
Gwangjin-gu,30.1,65
Gwangjin-gu,34.2,54
Gwangjin-gu,31.6,61
Gwangjin-gu,32.6,60
Gwangjin-gu,32.2,61
Gwangjin-gu,31.5,63
Seocho-gu,32.2,97
Seongdong-gu,30.3,62
Gangseo-gu,32.3,61
Gwangjin-gu,32.2,58
Guro-gu,34.1,51
Seocho-gu,33.9,61
Guro-gu,33.4,54
Guro-gu,32.6,54
Guro-gu,35.4,48
Seoul_Grand_Park,32.8,99
Gwangjin-gu,32.3,62
Seongdong-gu,33.9,55
Gwangjin-gu,33.3,54
Seongdong-gu,34,53
Gwangjin-gu,33.5,58
Gwangjin-gu,32,62
Guro-gu,32.1,58
Guro-gu,33.4,52
Guro-gu,33.8,52
Guro-gu,31.6,61
Seongdong-gu,32.2,58
Guro-gu,31.2,60
Gangbuk-gu,32.1,57
Guro-gu,32.3,57
Guro-gu,34.2,52
Gangbuk-gu,32.8,60
Gwangjin-gu,34,57
Seongdong-gu,33.7,51
Gwangjin-gu,31.7,60
Gwangjin-gu,31.7,62
Seongdong-gu,32.3,57
Gwangjin-gu,33.1,56
Seongdong-gu,33.3,55
Guro-gu,31.9,56
Seoul_Grand_Park,33.4,67
Seocho-gu,31.8,100
Seongdong-gu,31.3,60
Seongdong-gu,31.4,59
Seongdong-gu,32.2,57
Gwangjin-gu,30.6,64
Seongdong-gu,33.2,54
Seongdong-gu,34,53
Seongdong-gu,32.9,59
Seocho-gu,32.7,67
Seongdong-gu,33.3,57
Seongdong-gu,32.7,59
Seongdong-gu,33,56
Seongdong-gu,34.2,52
Seongdong-gu,32.5,57
Seongdong-gu,32.4,58
Seongdong-gu,33.5,56
Seongdong-gu,32.3,57
Seongdong-gu,33.2,54
Seongdong-gu,34.4,52
Seongdong-gu,33.4,57
Seocho-gu,31.3,100
Seongdong-gu,33.5,56
Seongdong-gu,31.3,61
Seongdong-gu,33.2,54
Seongdong-gu,32.5,54
Seongdong-gu,32.6,56
Seongdong-gu,33.4,54
Seongdong-gu,32.9,55
Seongbuk-gu,33.7,54
Seongdong-gu,33.2,58
Seongdong-gu,33.6,53
Seongdong-gu,31.3,59
Seongdong-gu,32.3,55
Seongdong-gu,33.5,56
Seongdong-gu,32.5,56
Seongdong-gu,30.9,61
Seongdong-gu,32,58
Songpa-gu,31.3,60
Seongdong-gu,32.8,57
Seongdong-gu,32.2,58
Seongdong-gu,33.5,55
Seongdong-gu,33.5,55
Seongdong-gu,33.8,51
Seongdong-gu,33.1,58
Seongdong-gu,33.1,53
Seongdong-gu,32.4,57
Seongdong-gu,32.4,58
Seongdong-gu,31.4,59
Seongdong-gu,33.3,56
Songpa-gu,31.6,62
Seongdong-gu,30.9,60
Seongdong-gu,31.9,60
Seongdong-gu,34.3,55
Seongdong-gu,28.7,100
Seongdong-gu,30.1,64
Seongdong-gu,34.7,50
Mapo-gu,32.7,55
Songpa-gu,30.9,87
Songpa-gu,30.9,63
Songpa-gu,30.4,68
Songpa-gu,32.2,60
Songpa-gu,32.4,59
Seongbuk-gu,33.8,54
Seongbuk-gu,33.8,53
Seongbuk-gu,31.3,61
Seongdong-gu,32.7,55
Seongbuk-gu,31.3,60
Seongbuk-gu,31.5,64
Seongbuk-gu,31.3,63
Songpa-gu,31.7,62
Seongbuk-gu,32.8,60
Songpa-gu,31.6,63
Seongbuk-gu,33.4,55
Songpa-gu,31.1,66
Seongdong-gu,32.7,59
Seongdong-gu,33.1,52
Seongdong-gu,31.7,61
Seongbuk-gu,31.4,59
Seongbuk-gu,31.2,85
Seongbuk-gu,30,65
Seongbuk-gu,33.9,54
Yangcheon-gu,34.5,55
Songpa-gu,31.9,62
Seongbuk-gu,32.6,58
Seongbuk-gu,33.5,57
Seongbuk-gu,33,59
Seongbuk-gu,34,52
Seongbuk-gu,35.5,49
Seongbuk-gu,32.7,58
Songpa-gu,32,61
Songpa-gu,34.6,53
Seongbuk-gu,32.3,58
Songpa-gu,32.6,59
Songpa-gu,31.9,62
Songpa-gu,32.3,61
Songpa-gu,32.9,60
Songpa-gu,31.9,61
Seongbuk-gu,31.6,59
Seongbuk-gu,30.1,65
Songpa-gu,34.3,55
Songpa-gu,32.5,61
Seongbuk-gu,29.9,68
Seongbuk-gu,31.7,60
Songpa-gu,33.1,57
Songpa-gu,31.9,61
Songpa-gu,31.9,60
Songpa-gu,31.9,59
Mapo-gu,33.3,55
Yangcheon-gu,32.2,61
Yangcheon-gu,31.1,66
Mapo-gu,31.6,61
Songpa-gu,32.6,59
Mapo-gu,32.1,58
Yangcheon-gu,33.2,55
Yangcheon-gu,32.4,60
Songpa-gu,31.3,64
Songpa-gu,32.9,72
Songpa-gu,33,59
Songpa-gu,32.1,60
Songpa-gu,32.8,58
Mapo-gu,32.1,58
Songpa-gu,31.9,63
Songpa-gu,34.2,55
Mapo-gu,33.9,51
Mapo-gu,32.4,59
Songpa-gu,32.1,63
Songpa-gu,31.5,64
Mapo-gu,34.2,54
Songpa-gu,31.2,63
Yangcheon-gu,33.8,54
Mapo-gu,35.4,51
Mapo-gu,30.9,63
Yangcheon-gu,32,61
Songpa-gu,31.9,62
Mapo-gu,32.9,53
Songpa-gu,32.4,61
Yangcheon-gu,32,62
Mapo-gu,33.8,55
Yangcheon-gu,31.2,61
Yangcheon-gu,32.7,58
Yangcheon-gu,33.2,55
Yangcheon-gu,32,56
Yangcheon-gu,34,55
Yangcheon-gu,32.4,58
Yangcheon-gu,32,61
Yangcheon-gu,33.5,56
Mapo-gu,33.1,53
Yangcheon-gu,31.7,61
Yangcheon-gu,33.1,55
Yangcheon-gu,31.8,60
Yangcheon-gu,31.3,63
Yangcheon-gu,31.3,64
Yangcheon-gu,34.1,55
Yangcheon-gu,34.3,54
Yangcheon-gu,32.7,59
Yangcheon-gu,31.5,60
Yangcheon-gu,31.7,63
Yangcheon-gu,33.2,57
Yangcheon-gu,32,61
Yangcheon-gu,31.6,63
Mapo-gu,32.6,57
Yangcheon-gu,33,59
Yangcheon-gu,33.1,55
Mapo-gu,34.3,54
Yangcheon-gu,32.7,56
Mapo-gu,31,65
Yangcheon-gu,32.2,61
Yangcheon-gu,35.7,52
Yangcheon-gu,33.1,56
Yangcheon-gu,31.3,62
Yangcheon-gu,32,62
Yangcheon-gu,33.3,59
Mapo-gu,31.7,61
Yangcheon-gu,30.9,63
Seodaemun-gu,35.4,51
Seodaemun-gu,33.8,52
Mapo-gu,32.8,59
Mapo-gu,32.3,58
Yangcheon-gu,32.7,60
Mapo-gu,34,57
Yangcheon-gu,33.7,54
Yangcheon-gu,32.8,59
Yangcheon-gu,32.6,56
Yangcheon-gu,31.7,61
Yangcheon-gu,31.9,61
Mapo-gu,33.6,54
Yangcheon-gu,32,61
Mapo-gu,33.5,54
Yangcheon-gu,33.8,55
Mapo-gu,31.8,61
Mapo-gu,33.8,55
Mapo-gu,33,56
Yangcheon-gu,33.6,53
Yangcheon-gu,31.7,62
Mapo-gu,35,50
Mapo-gu,33.7,55
Mapo-gu,32.5,58
Mapo-gu,32.5,59
Mapo-gu,31.6,62
Yangcheon-gu,34.9,53
Yangcheon-gu,32.4,59
Mapo-gu,30.6,63
Yangcheon-gu,34,55
Seodaemun-gu,34.7,51
Mapo-gu,32.6,56
Mapo-gu,34.3,54
Mapo-gu,34.2,53
Mapo-gu,32.4,56
Mapo-gu,34.3,55
Mapo-gu,32,59
Mapo-gu,31.4,61
Mapo-gu,32.6,58
Mapo-gu,35.2,52
Mapo-gu,32.1,57
Mapo-gu,31.3,63
Mapo-gu,32.6,57
Mapo-gu,34.8,50
Mapo-gu,35,53
Mapo-gu,33.7,52
Mapo-gu,31.6,61
Seocho-gu,31.6,59
Seocho-gu,33,55
Seocho-gu,32.1,63
Seodaemun-gu,33.1,54
Seocho-gu,32.1,56
Seodaemun-gu,34.3,52
Seodaemun-gu,35.5,53
Seodaemun-gu,34,54
Seodaemun-gu,34,53
Seodaemun-gu,33.5,54
Seodaemun-gu,32.6,58
Mapo-gu,32.9,57
Seodaemun-gu,33.5,55
Seocho-gu,31.7,56
Seocho-gu,32.7,55
Seodaemun-gu,33.4,66
Seocho-gu,33.8,53
Mapo-gu,32.9,56
Mapo-gu,33.8,56
Mapo-gu,32.4,60
Mapo-gu,31.3,60
Seocho-gu,31.5,60
Seocho-gu,31.5,59
Seodaemun-gu,33.2,54
Seodaemun-gu,33.6,57
Seodaemun-gu,28.4,95
Seocho-gu,34.5,52
Seocho-gu,32,55
Mapo-gu,34.2,53
Seocho-gu,32.9,57
Seodaemun-gu,34.6,51
Seodaemun-gu,29.5,69
Gangnam-gu,31.8,62
Mapo-gu,35.9,47
Gangnam-gu,32.1,55
Seodaemun-gu,32.1,59
Seodaemun-gu,31.3,60
Seodaemun-gu,33,55
Gangnam-gu,30.8,65
Gangnam-gu,30.2,72
Gangnam-gu,32.6,59
Gangnam-gu,30.9,62
Seocho-gu,32.1,54
Gangnam-gu,31.2,59
Seocho-gu,32.9,98
Gangnam-gu,33.3,56
Gangnam-gu,31.8,57
Seocho-gu,35.7,43
Seocho-gu,35.3,50
Seocho-gu,33.1,54
Gangnam-gu,32.6,56
Seocho-gu,33.3,55
Seocho-gu,31.2,57
Seocho-gu,33.5,60
Seocho-gu,33.5,92
Gangnam-gu,33.3,57
Gangnam-gu,31.3,63
Gangnam-gu,30.9,65
Gangnam-gu,31.9,61
Gangnam-gu,32.8,57
Mapo-gu,32.9,57
Gangnam-gu,33.4,53
Gangnam-gu,32.2,59
Gangnam-gu,32.9,60
Gangnam-gu,31,64
Seongdong-gu,32.7,56
Gangnam-gu,34.1,55
Mapo-gu,32.2,59
Gangnam-gu,32.4,58
Dongjak-gu,33.6,54
Gangnam-gu,34.4,51
Gangnam-gu,31.1,59
Dongjak-gu,34.2,53
Gangnam-gu,31.6,81
Gangnam-gu,33.7,55
Gangnam-gu,32.9,59
Gangnam-gu,31.5,65
Dongjak-gu,34.3,51
Mapo-gu,33,58
Gangnam-gu,34.3,54
Seocho-gu,34,52
Seocho-gu,32.7,55
Dongjak-gu,31.3,58
Gangnam-gu,32.3,62
Seocho-gu,35.5,47
Seocho-gu,31.3,59
Dongjak-gu,32.2,56
Dongjak-gu,31.5,59
Dongjak-gu,32.8,56
Mapo-gu,34,53
Dongjak-gu,35.1,52
Dongjak-gu,32.4,56
Dongjak-gu,31.1,65
Dongjak-gu,34.9,50
Dongjak-gu,31.5,58
Dongjak-gu,33.3,54
Dongjak-gu,33.5,53
Dongjak-gu,32.6,56
Mapo-gu,31.7,61
Dongjak-gu,31.9,56
Dongjak-gu,32.2,57
Dongjak-gu,34.1,52
Dongjak-gu,33.4,54
Gangnam-gu,30.8,66
Dongjak-gu,33.3,54
Dongjak-gu,35.6,48
Dongjak-gu,34.4,53
Dongjak-gu,33.1,55
Dongjak-gu,31.7,58
Jung-gu,36,48
Jung-gu,34.6,52
Jungnang-gu,33.2,59
Jungnang-gu,33.6,59
Jungnang-gu,31.9,64
Jungnang-gu,32.4,100
Jungnang-gu,32.7,62
Jungnang-gu,32.9,60
Jungnang-gu,33.2,59
Jungnang-gu,31.7,66
Jung-gu,31.6,59
Jungnang-gu,33,60
Jungnang-gu,33,60
Jungnang-gu,31.6,81
Jungnang-gu,32.9,59
Jungnang-gu,33.2,57
Jungnang-gu,31.3,93
Jungnang-gu,33.2,62
Jungnang-gu,32.5,63
Jung-gu,34,52
Jung-gu,34.6,51
Jung-gu,33,55
Jung-gu,35.3,50
Jung-gu,33.8,53
Jung-gu,36.1,47
Jung-gu,33.1,55
Jung-gu,34.2,53
Jung-gu,31.8,56
Jung-gu,36,49
Jung-gu,34.3,52
Jung-gu,33.8,54
Jung-gu,32.1,58
Jung-gu,35.1,50
Jung-gu,31.2,63
Jung-gu,33.2,55
Jung-gu,34.2,53
Jung-gu,32.7,57
Jung-gu,31.7,61
Jung-gu,33.7,53
Jung-gu,33.1,71
Yangcheon-gu,35.5,98
Jung-gu,33.2,56
Jung-gu,35.2,50
Jung-gu,35.2,51
Yangcheon-gu,34.2,100
Jung-gu,31.5,64
Yangcheon-gu,33.6,98
Yeongdeungpo-gu,33.4,55
Yeongdeungpo-gu,33.5,52
Yeongdeungpo-gu,34.6,50
Yeongdeungpo-gu,32.9,57
Yeongdeungpo-gu,33.6,53
Yeongdeungpo-gu,33.8,52
Yeongdeungpo-gu,32.7,54
Yeongdeungpo-gu,35.3,49
Yeongdeungpo-gu,34.5,49
Yeongdeungpo-gu,32.8,57
Yeongdeungpo-gu,33.1,54
Yeongdeungpo-gu,32.9,56
Yangcheon-gu,32.4,100
Yeongdeungpo-gu,33,58
Yeongdeungpo-gu,34.3,50
Yangcheon-gu,36.7,59
Yeongdeungpo-gu,33.5,58
Yeongdeungpo-gu,33.7,53
Yangcheon-gu,32.9,100
Yeongdeungpo-gu,33.6,100
Yeongdeungpo-gu,33.6,59
Yeongdeungpo-gu,34,51
Yeongdeungpo-gu,35.4,51
Yeongdeungpo-gu,33.4,53
Yeongdeungpo-gu,33.4,54
Yeongdeungpo-gu,32.3,56
Yeongdeungpo-gu,33.4,74
Yeongdeungpo-gu,32.1,56
Yeongdeungpo-gu,33.5,56
Yeongdeungpo-gu,34.9,51
Yeongdeungpo-gu,34.3,52
Yeongdeungpo-gu,33.1,56
Jungnang-gu,21,83
Yeongdeungpo-gu,36,49
Yeongdeungpo-gu,34.3,56
Yeongdeungpo-gu,33.9,51
Yeongdeungpo-gu,35.2,52
Gangbuk-gu,34.7,53
Gangbuk-gu,31.3,61
Gangbuk-gu,33.3,55
Gangbuk-gu,34.5,54
Gangbuk-gu,34.5,56
Gangbuk-gu,35.4,50
Gangbuk-gu,32.9,57
Gangbuk-gu,34.6,54
Gangbuk-gu,33.6,55
Gangbuk-gu,31.7,62
Gangbuk-gu,33.4,55
Gangbuk-gu,35.7,49
Gangbuk-gu,33.8,84
Gangbuk-gu,35.6,49
Gangbuk-gu,31.9,63
Gangbuk-gu,33.9,53
Gangbuk-gu,33.8,53
Gangbuk-gu,32.8,57
Gangbuk-gu,33.7,53
Gangbuk-gu,34.5,53
Gangbuk-gu,34.5,53
Gangbuk-gu,33.4,56
Yongsan-gu,34.3,51
Yongsan-gu,34.5,52
Yongsan-gu,33,55
Yongsan-gu,32.2,58
Yongsan-gu,31.7,59
Yongsan-gu,33.2,56
Gangbuk-gu,31.7,59
Yongsan-gu,33.9,55
Yongsan-gu,35.8,48
Yongsan-gu,33.6,55
Gangbuk-gu,33.3,100
Yongsan-gu,34.4,50
Gwanak-gu,34.6,51
Gwanak-gu,33.9,52
Yongsan-gu,35.8,49
